id,category,dimension,sentence,emotion
8296,彩电,服务,店家售后指导很好!,好评
8297,彩电,服务,"客服很好服务到位,",好评
8298,彩电,服务,几个客服推来推去,差评
8299,彩电,服务,解答问题也感觉很专业,好评
8300,彩电,服务,商家发错了型号,差评
8301,彩电,服务,"全国联保很方便,好评",好评
8302,彩电,服务,"过滤网漏发,于是补了一个",好评
8303,彩电,服务,售后同意补发,好评
8304,彩电,服务,和卖家联系也不能退,差评
8305,彩电,服务,服务都很到位,好评
8306,彩电,服务,试了也不能退,差评
8307,彩电,服务,还好售后耐心解释了,好评
8308,彩电,服务,回复及时,好评
8309,彩电,服务,"有全国联保,",好评
8310,彩电,服务,"就说我用过了不能退,",差评
8311,彩电,服务,销售人员和售后的服务也相当到位,好评
8312,彩电,服务,"有全国联保,",好评
8313,彩电,服务,服务到位。,好评
8314,彩电,服务,客服和售后耐心、妥善解决了。满意!,好评
8315,彩电,服务,不能退,差评
8316,彩电,服务,"售后服务态度很好,给售后好评!",好评
8317,彩电,服务,"售后耐心帮我换货,赞一个哦",好评
8318,彩电,服务,服务到位!,好评
8319,彩电,服务,还是全国联保!,好评
8320,彩电,服务,售后服务也很好!,好评
8321,彩电,服务,客服也联系不上,差评
8322,彩电,服务,美的售后服务好,好评
8323,彩电,服务,全国联保的。,好评
8324,彩电,服务,售后人员服务也很到位,好评
8325,彩电,服务,售后也都一一解答很有耐心,好评
8326,彩电,服务,而且售后态度很好质量不错,好评
8327,彩电,服务,售后很好,好评
8328,彩电,服务,客服小美服务很好很周到,好评
8329,彩电,服务,"还送了一年的全国联保的服务,很好很强大哦",好评
8330,彩电,服务,服务也很到位,好评
8331,彩电,服务,颜色都发错了,差评
8332,彩电,服务,服务也很到位很_意,好评
8333,彩电,服务,全国联保,好评
8334,彩电,服务,服务到位,好评
8335,彩电,服务,客服的服务态度很不错,好评
8336,彩电,服务,"联系不上客服,太垃圾了",差评
8337,彩电,服务,服务很到位,好评
8338,彩电,服务,售后服务好,好评
8339,彩电,服务,客服更不要说了特垃圾,差评
8340,彩电,服务,很满意!尤其是售后服务!!!,好评
8341,彩电,服务,服务到位,好评
8342,彩电,服务,有保修的吗,好评
8343,彩电,服务,为什么没有保修单???,差评
8344,彩电,服务,还发错了地方,差评
8345,彩电,服务,全国联保,好评
8346,彩电,服务,售后也耐心解答。,好评
8347,彩电,服务,客服很专业,好评
8348,彩电,服务,还全国联保,好评
8349,彩电,服务,商家态度很好,好评
8350,彩电,服务,售后也不错!非常喜欢。,好评
8351,彩电,服务,"售后服务很好,",好评
8352,彩电,服务,售后也好,好评
8353,彩电,服务,服务很到位,好评
8354,彩电,服务,店家售后指导很好!,好评
8355,彩电,服务,售后也好,好评
8356,彩电,服务,全国联保保修卡,好评
8357,彩电,服务,"售后小朱的服务很好,赞一个!",好评
8358,彩电,服务,而且全国联保的,好评
8359,彩电,服务,售后服务太差了,差评
8360,彩电,服务,售后人员很专业,好评
8361,彩电,服务,服务也很到位,好评
8362,彩电,服务,全国联保,好评
8363,彩电,服务,服务到位,好评
8364,彩电,服务,售前妮妮和售后花花都很热情、耐心的解答我的疑问,好评
8365,彩电,服务,服务很到位,好评
8366,彩电,服务,只要东西一买完立马联系不上客服,差评
8367,彩电,服务,客服也联系不上,差评
8368,彩电,服务,"售后服务很好,点个赞!",好评
8369,彩电,服务,只是发错了颜色,差评
8370,彩电,服务,售后客服很耐心不错,好评
8371,彩电,服务,配送员服务到位,好评
8372,彩电,服务,售后很好很方便!,好评
8373,彩电,服务,"开始说是全国联保,",好评
8374,彩电,服务,"售后耐心解答,问题也解决了",好评
8375,彩电,服务,",服务到位",好评
8376,彩电,服务,咨询的时候客服很不专业,差评
8377,彩电,服务,全国联保,好评
8378,彩电,服务,全国联保,好评
8379,彩电,服务,售后很耐心!态度很好,好评
8380,彩电,服务,"全国联保,",好评
8381,彩电,服务,有保修票,好评
8382,彩电,服务,"但是既然是全国联保就收货吧,",好评
8383,彩电,服务,全国联保,好评
8384,彩电,服务,商家态度很好,好评
8385,彩电,服务,客服又把单号给我发错了,差评
8386,彩电,服务,京东售后不错。,好评
8387,彩电,服务,服务到位,好评
8388,彩电,服务,售后也不错,好评
8389,彩电,服务,客服又把单号给我发错了,好评
8390,彩电,服务,"已经使用过,不能退换货",差评
8391,彩电,服务,易购客服就是垃圾应付式工作,差评
8392,彩电,服务,",服务到位",好评
8393,彩电,服务,售后服务不错!,好评
8394,彩电,服务,豆浆机很好导购耐心讲解服务到位,好评
8395,彩电,服务,"京东服务不错,",好评
8396,彩电,服务,售后很好,好评
8397,彩电,服务,发现迟了超了7天不能退只好换货心里有点不爽,差评
8398,彩电,服务,",配送员服务很到位",好评
8399,彩电,服务,京东售后服务好!点赞!,好评
8400,彩电,服务,售后很好,好评
8401,彩电,服务,"售后还不错,",好评
8402,彩电,服务,服务到位,好评
8403,彩电,服务,"另外快递服务很到位,点个赞!",好评
8404,彩电,服务,幸好售后服务非常给力,好评
8405,彩电,服务,服务到位,好评
8406,彩电,服务,售后服务不错,好评
8407,彩电,服务,售后服务也很好,好评
8408,彩电,服务,快递师傅服务很到位,好评
8409,彩电,服务,售后很好,好评
8410,彩电,服务,坏了也不可以退,差评
8411,彩电,服务,全国联保,好评
8412,彩电,服务,"商家态度非常好,快递发错了,还给我补发的",好评
8413,彩电,服务,服务很到位。,好评
8414,彩电,服务,说好七天无理由退货又不能退,差评
8415,彩电,服务,客服也很差,差评
8416,彩电,服务,货都发错了,差评
8417,彩电,服务,厂家售后服务太差,差评
8418,彩电,服务,京东服务不错,好评
8419,彩电,服务,京东售后真的没得说很到位,好评
8420,彩电,服务,售后很好。,好评
8421,彩电,服务,送快递的服务很到位,好评
8422,彩电,服务,售后服务特别不好,差评
8423,彩电,服务,"还有不满意的是客服,",差评
8424,彩电,服务,很多服务很到位,好评
8425,彩电,服务,"还故意刁难,说不给我修",差评
8426,彩电,服务,快递员服务到位,好评
8427,彩电,服务,保修两年有保障,好评
8428,彩电,服务,退货都不能退,差评
8429,彩电,服务,服务到位!,好评
8430,彩电,服务,不过也感谢售后帮我解决了,好评
8431,彩电,服务,我只用了一次也不知道能不能退,差评
8432,彩电,服务,"苏宁的售后原来是这样的,一点都不负责任",差评
8433,彩电,服务,"无论是售前还是售后,都很耐心,",好评
8434,彩电,服务,售后服务好,好评
8435,彩电,服务,还不能退了,差评
8436,彩电,服务,又要说购机超过25天不能退,差评
8437,彩电,服务,售后服务也很棒,好评
8438,彩电,服务,全国联保,好评
8439,彩电,服务,商家态度很好,好评
8440,彩电,服务,"客服也是爱搭不理,寻问退调没人理你",差评
8441,彩电,服务,全国联保吗?,好评
8442,彩电,服务,不能退换,差评
8443,彩电,服务,只是店家给我发错了颜色,差评
8444,彩电,服务,卖家和物流服务到位,好评
8445,彩电,服务,售后服务也很好!,好评
8446,彩电,服务,不能退货,差评
8447,彩电,服务,售后也不好,差评
8448,彩电,服务,根本不给返现,差评
8449,彩电,服务,退又不能退!换又不能换!,差评
8450,彩电,服务,服务很到位哦!,好评
8451,彩电,服务,服务也很到位,好评
8452,彩电,服务,服务到位,好评
8453,彩电,服务,"望继续这么服务到位,",好评
8454,彩电,服务,售后很耐心,好评
8455,彩电,服务,服务到位,好评
8456,彩电,服务,很有保修,好评
8457,彩电,服务,售后服务极差,差评
8458,彩电,服务,本来说好全国联保,好评
8459,彩电,服务,回复信息及时,好评
8460,彩电,服务,服务很到位,好评
8461,彩电,服务,还是全国联保,好评
8462,彩电,服务,退也不能退了,差评
8463,彩电,服务,全国联保,好评
8464,彩电,服务,也能全国联保,好评
8465,彩电,服务,前面有点小问题已经解决,好评
8466,彩电,服务,商家的服务也很到位,好评
8467,彩电,服务,和客服联系不上,差评
8468,彩电,服务,"打过保修电话,我们这边有保修点",好评
8469,彩电,服务,"全国联保的,",好评
8470,彩电,服务,全国联保,好评
8471,彩电,服务,全国联保的,好评
8472,彩电,服务,店家售后服务到位!,好评
8473,彩电,服务,客服也细心服务也很到位,好评
8474,彩电,服务,全国联保保修卡,好评
8475,彩电,服务,还有全国联保,好评
8476,彩电,服务,九阳全国联保,好评
8477,彩电,服务,客服很专业,好评
8478,彩电,服务,他叫我自己联系全国联保,差评
8479,彩电,服务,服务很到位,好评
8480,彩电,服务,服务到位打满分,好评
8481,彩电,服务,服务很到位,好评
8482,彩电,服务,垃圾客服没诚信,差评
8483,彩电,服务,"可惜用了也不能退,自认倒霉吧",差评
8484,彩电,服务,只要使用一次就不可以退也不可以换,差评
8485,彩电,服务,有问题售后团队也耐心给解答了,好评
8486,彩电,服务,客服还很周到,好评
8487,彩电,服务,售后很好,好评
8488,彩电,服务,颜色都给发错了,差评
8489,彩电,服务,服务很到位,好评
8490,彩电,服务,"服务到位,赞!",好评
8491,彩电,服务,不过售后又补发看一个过来,好评
8492,彩电,服务,还有感谢售后5君的耐心解答,好评
8493,彩电,服务,回复及时,好评
8494,彩电,服务,客服也很专业,好评
8495,彩电,服务,服务很到位!,好评
8496,彩电,服务,全国联保质量放心,好评
8497,彩电,服务,服务到位,好评
8498,彩电,服务,售后态度很好,好评
8499,彩电,服务,"然后说我这叫用过了,就不能退了",差评
8500,彩电,服务,不管在售前还是售后客服也都很热情耐心的为我解答问题!,好评
8501,彩电,服务,"全国联保,",好评
8502,彩电,服务,但是客服大山服务态度极差无比,差评
8503,彩电,服务,售后服务好,好评
8504,彩电,服务,据商家说可以凭保修卡全国联保。,好评
8505,彩电,服务,"好在售后耐心的教会了我,真的很感谢",好评
8506,彩电,服务,全国联保,好评
8507,彩电,服务,还有全国联保单!,好评
8508,彩电,服务,米糊小姐服务很到位!,好评
8509,彩电,服务,还全国联保呢,好评
8510,彩电,服务,汇通快递很快服务到位。,好评
8511,彩电,服务,"更何况是全国联保的,",好评
8512,彩电,服务,不过客服叫饭团的说话态度很差,差评
8513,彩电,服务,售后无忧!,好评
8514,彩电,服务,回复及时,好评
8515,彩电,服务,售后的小伙挺热情也挺有耐心的。,好评
8516,彩电,服务,服务到位,好评
8517,彩电,服务,客服也很周到,好评
8518,彩电,服务,很耐心做到售后质量、满意好评,好评
8519,彩电,服务,需要退货售后服务极差,差评
8520,彩电,服务,客服说用过了不能退,差评
8521,彩电,服务,"还全国联保,维修也方便下次需要还来",好评
8522,彩电,服务,主要是全国联保,好评
8523,彩电,服务,售后服务又极差,差评
8524,彩电,服务,售后服务好,好评
8525,彩电,服务,全国联保的方便多了,好评
8526,彩电,服务,"有全国联保的卡,",好评
8527,彩电,服务,全国联保有保障!,好评
8528,彩电,服务,服务到位,好评
8529,彩电,服务,售后服务很好,好评
8530,彩电,服务,和客服说还不能退,差评
8531,彩电,服务,售后差,差评
8532,彩电,服务,"售后超级耐心的解释,赞下",好评
8533,彩电,服务,服务很到位!,好评
8534,彩电,服务,问了几次客服都没人理,差评
8535,彩电,服务,"售后绝对的好,!!!!!!!",好评
8536,彩电,服务,",一直联系不上店家客服啊!",差评
8537,彩电,服务,服务到位。!!!。。,好评
8538,彩电,服务,售后服务好,好评
8539,彩电,服务,服务到位,好评
8540,彩电,服务,客服也很专业特别耐心解答!,好评
8541,彩电,服务,全国联保,好评
8542,彩电,服务,售后很快很好,好评
8543,彩电,服务,售后客服也很有耐心。,好评
8544,彩电,服务,",操作过程中有不懂的问题再问客服,回答非常耐心仔细也很专业。",好评
8545,彩电,服务,服务很到位,好评
8546,彩电,服务,服务到位,好评
8547,彩电,服务,就是不给返现,差评
8548,彩电,服务,全国联保冲这来的,好评
8549,彩电,服务,客服小小服务很到位!,好评
8550,彩电,服务,售后服务也很棒!,好评
8551,彩电,服务,有全国联保,好评
8552,彩电,服务,特别是服务很到位非常满意!!!,好评
8553,彩电,服务,态度一点都不好,差评
8554,彩电,服务,售后态度很好,好评
8555,彩电,服务,"服务到位,",好评
8556,彩电,服务,售后很好,好评
8557,彩电,服务,首先客服服务很到位,好评
8558,彩电,服务,什么垃圾客服,差评
8559,彩电,服务,全国联保,好评
8560,彩电,服务,服务得很到位,好评
8561,彩电,服务,售后马上补发了,好评
8562,彩电,服务,而且售后很好,好评
8563,彩电,服务,解释细致服务到位?,好评
8564,彩电,服务,"最主要是全国联保是正品,",好评
8565,彩电,服务,全国联保的,好评
8566,彩电,服务,全国联保!,好评
8567,彩电,服务,客服很周到,好评
8568,彩电,服务,是正品全国联保!满意!,好评
8569,彩电,服务,店家售后很好,好评
8570,彩电,服务,给售后服务人员赞一个,好评
8571,彩电,服务,服务到位,好评
8572,彩电,服务,服务到位,好评
8573,彩电,服务,全国联保,好评
8574,彩电,服务,服务快捷,好评
8575,彩电,服务,服务到位!,好评
8576,彩电,服务,",售后也不错!",好评
8577,彩电,服务,"还全国联保,",好评
8578,彩电,服务,客服也是很周到,好评
8579,彩电,服务,售后处理挺好的,好评
8580,彩电,服务,服务很到位,好评
8581,彩电,服务,后来又补了一个,好评
8582,彩电,服务,全国联保保修卡,好评
8583,彩电,服务,全国联保,好评
8584,彩电,服务,客服售后也很周到,好评
8585,彩电,服务,客服售后也很周到,好评
8586,彩电,服务,"而且售后很好,有什么问题能及时解决",好评
8587,彩电,服务,是全国联保,好评
8588,彩电,服务,店家坚决不退,差评
8589,彩电,服务,而且全国联保,好评
8590,彩电,服务,"刚开始送的保温盒是坏的,很快就补了一个过来",好评
8591,彩电,服务,售后也很有耐心,好评
8592,彩电,服务,服务到位,好评
8593,彩电,服务,全国联保保修卡,好评
8594,彩电,服务,是正品全国联保,好评
8595,彩电,服务,",服务到位",好评
8596,彩电,服务,就是售后跟不上!,差评
8597,彩电,服务,京东服务不错,好评
8598,彩电,服务,售后服务不错给退了,好评
8599,彩电,服务,售后服务很好,好评
8600,彩电,服务,客服的服务很到位,好评
8601,彩电,服务,售后服务太差了,差评
8602,彩电,服务,售后很好,好评
8603,彩电,服务,售后服务很好,好评
8604,彩电,服务,还是全国联保,好评
8605,彩电,服务,包裹里面加着1个全国联保的收据,好评
8606,彩电,服务,最主要是老牌子了全国联保!,好评
8607,彩电,服务,"全国联保的,",好评
8608,彩电,服务,商家态度很好,好评
8609,彩电,服务,"售后静香很有耐心教我怎么使用,赞一个",好评
8610,彩电,服务,"客服服务也很到位,很有耐心的回答问题。",好评
8611,彩电,服务,客服沟通及时有耐心,好评
8612,彩电,服务,"客服的服务很到位,",好评
8613,彩电,服务,全国联保,好评
8614,彩电,服务,客服很好,好评
8615,彩电,服务,及时返现,好评
8616,彩电,服务,我很满意老板服务也很到位,好评
8617,彩电,服务,售后也好,好评
8618,彩电,服务,售后态度很好,好评
8619,彩电,服务,京东服务不错,好评
8620,彩电,服务,服务到位,好评
8621,彩电,服务,京东商城售后服务很好!,好评
8622,彩电,服务,售后会很好,好评
8623,彩电,服务,"京东配送员很专业,很好的服务",好评
8624,彩电,服务,"联系售后,及时给我处理了,很专业",好评
8625,彩电,服务,"不过京东服务很好,",好评
8626,彩电,服务,服务到位,好评
8627,彩电,服务,只能说售后很好,好评
8628,彩电,服务,"京东售后不错,",好评
8629,彩电,服务,都换第五个客服了还是一转就没人理,差评
8630,彩电,服务,全国联保保修卡,好评
8631,彩电,服务,服务到位!,好评
8632,彩电,服务,第一次发货发错了,差评
8633,彩电,服务,可以全国联保,好评
8634,彩电,服务,全国联保保修卡,好评
8635,彩电,服务,"客服态度很好很专业,及时解答各种问题!好评",好评
8636,彩电,服务,就是物流发错了,差评
8637,彩电,服务,全国联保!,好评
8638,彩电,服务,全国联保还不用担心质量问题,好评
8639,彩电,服务,售后也好不厌其烦的解答我所有的问题!,好评
8640,彩电,服务,全国联保,好评
8641,彩电,服务,还全国联保,好评
8642,彩电,服务,"找客服客服半天不回复,气死了",差评
8643,彩电,服务,虽说有保修,好评
8644,彩电,服务,售后服务不错,好评
8645,彩电,服务,服务到位,好评
8646,彩电,服务,"说是使用过了,不能退货",差评
8647,彩电,服务,"全国联保,",好评
8648,彩电,服务,"全国联保,值得信懒",好评
8649,彩电,服务,全国联保,好评
8650,彩电,服务,京东售后不错,好评
8651,彩电,服务,全国联保,好评
8652,彩电,服务,有保修我相信没问题!,好评
8653,彩电,服务,售后服务很好,好评
8654,彩电,服务,售后超级不好,差评
8655,彩电,服务,服务到位,好评
8656,彩电,服务,"垃圾客服,买之后咨询问题,客服几次都不回",差评
8657,彩电,服务,服务也很到位!,好评
8658,彩电,服务,售后服务好,好评
8659,彩电,服务,"客服一直不回答我的问题,售后服务太差了!",差评
8660,彩电,服务,"客服也很负责任,好评,五分。",好评
8661,彩电,服务,说我试过就不能退了,差评
8662,彩电,服务,说我试过就不能退了,差评
8663,彩电,服务,首先客服服务很到位,好评
8664,彩电,服务,售后很多好,好评
8665,彩电,服务,售后服务很好,好评
8666,彩电,服务,全国联保,好评
8667,彩电,服务,都联系不上人,差评
8668,彩电,服务,售后服务不错,好评
8669,彩电,服务,"京东服务不错吧,",好评
8670,彩电,服务,发错了,差评
8671,彩电,服务,售后服务态度很好!,好评
8672,彩电,服务,"不过去售后换了一个感应器,售后服务不错!",好评
8673,彩电,服务,我就想苏宁买的东西是不是不能退的,差评
8674,彩电,服务,客服又联系不上,差评
8675,彩电,服务,售后服务好,好评
8676,彩电,服务,"服务真的很到位,",好评
8677,彩电,服务,垃圾客服,差评
8678,彩电,服务,服务很到位滴!,好评
8679,彩电,服务,售后服务很好,好评
8680,彩电,服务,售后很好,好评
8681,彩电,服务,第一次发错了,差评
8682,彩电,服务,就是把货给发错了,差评
8683,彩电,服务,九阳客服也不专业,差评
8684,彩电,服务,服务到位,好评
8685,彩电,服务,客服很专业,好评
8686,彩电,服务,不过商家态度很好!,好评
8687,彩电,服务,问了客服说就是这样的,差评
8688,彩电,服务,商家态度很好,好评
8689,彩电,服务,结果还是发错了地址,差评
8690,彩电,服务,服务又很到位!,好评
8691,彩电,服务,",售后服务好",好评
8692,彩电,服务,门店服务到位!,好评
8693,彩电,服务,服务到位,好评
8694,彩电,服务,不能退货,差评
8695,彩电,服务,"全国联保,放心使用",好评
8696,彩电,服务,京东售后不错,好评
8697,彩电,服务,售后服务态度很好很专业,好评
8698,彩电,服务,老板服务到位,好评
8699,彩电,服务,售后很好,好评
8700,彩电,服务,京东服务不错换了个新的!,好评
8701,彩电,服务,全国联保,好评
8702,彩电,服务,还全国联保!,好评
8703,彩电,服务,说什么用了就不能退,差评
8704,彩电,服务,收货地址几次都说不要发错了还是给我发错了,差评
8705,彩电,服务,客服服务很专业,好评
8706,彩电,服务,全国联保,好评
8707,彩电,服务,而且还是全国联保。,好评
8708,彩电,服务,来跟售后联系也补发过来了,好评
8709,彩电,服务,售后的客服服务的很到位,好评
8710,彩电,服务,感谢卖家服务很到位!,好评
8711,彩电,服务,客服很负责任,好评
8712,彩电,服务,全国联保,好评
8713,彩电,服务,全国联保,好评
8714,彩电,服务,不过客服售后服务还是不错的,好评
8715,彩电,服务,有售后全国联保,好评
8716,彩电,服务,"保修又方便没有不选 的理由,哈哈",好评
8717,彩电,服务,售后很好,好评
8718,彩电,服务,最重要全国联保,好评
8719,彩电,服务,客服臣臣服务态度很好很热情很周到,好评
8720,彩电,服务,售后态度很好,好评
8721,彩电,服务,全国联保,好评
8722,彩电,服务,质量全国联保噢!!,好评
8723,彩电,服务,一点诚信都没有!,差评
8724,彩电,服务,小美客服很周到赞一个,好评
8725,彩电,服务,售后服务也很棒,好评
8726,彩电,服务,回复及时,好评
8727,彩电,服务,客服和售后都很及时,好评
8728,彩电,服务,服务也很到位,好评
8729,彩电,服务,全国联保。,好评
8730,彩电,服务,全国联保 推荐购买,好评
8731,彩电,服务,还有全国联保!,好评
8732,彩电,服务,店家很专业,好评
8733,彩电,服务,写着全国联保,好评
8734,彩电,服务,全国联保保修卡,好评
8735,彩电,服务,全国联保保修卡,好评
8736,彩电,服务,卖家回复及时,好评
8737,彩电,服务,客服九九很周到,好评
8738,彩电,服务,而且全国联保,好评
8739,彩电,服务,客服妹妹很周到,好评
8740,彩电,服务,售后服务很好!,好评
8741,彩电,服务,"通过售后西西的耐心解答,这两天打出的豆浆非常细",好评
8742,彩电,服务,有保修单,好评
8743,彩电,服务,全国联保,好评
8744,彩电,服务,商家态度很好,好评
8745,彩电,服务,售后服务也很好,好评
8746,彩电,服务,"妮妮售后很耐心,在此表扬下!",好评
8747,彩电,服务,售后服务好,好评
8748,彩电,服务,可是怎么也联系不上客服,差评
8749,彩电,服务,"又是全国联保,推荐",好评
8750,彩电,服务,全国联保也很给力,好评
8751,彩电,服务,服务也很到位,好评
8752,彩电,服务,"全国联保,有保证",好评
8753,彩电,服务,全国联保的,好评
8754,彩电,服务,全国联保,好评
8755,彩电,服务,服务到位。,好评
8756,彩电,服务,发信息给客服还不回复,差评
8757,彩电,服务,售后服务也不好,差评
8758,彩电,服务,服务到位,好评
8759,彩电,服务,售后服务太差啦,差评
8760,彩电,服务,"快递小哥服务也很到位,",好评
8761,彩电,服务,"服务很到位,",好评
8762,彩电,服务,京东售后很好,好评
8763,彩电,服务,客服售后方面处理得很好,好评
8764,彩电,服务,售后服务很满意,好评
8765,彩电,服务,售后很好。,好评
8766,彩电,服务,发错了,差评
8767,彩电,服务,客服售后方面处理得很好,好评
8768,彩电,服务,售后服务很满意,好评
8769,彩电,服务,发错了货,差评
8770,彩电,服务,售后还不错,好评
8771,彩电,服务,售后服务更好,好评
8772,彩电,服务,售后服务不好,差评
8773,彩电,服务,全国联保就是说说的。,差评
8774,彩电,服务,也有全国联保,好评
8775,彩电,服务,"服务也很到位,",好评
8776,彩电,服务,而且还是全国联保~真的很不错!,好评
8777,彩电,服务,跟客服反馈没人理,差评
8778,彩电,服务,客服阳阳的咨询服务很专业,好评
8779,彩电,服务,发货前也不检查好,差评
8780,彩电,服务,客服更垃圾.买了之后没人理了,差评
8781,彩电,服务,回复及时,好评
8782,彩电,服务,全国联保,好评
8783,彩电,服务,不能退说是用过了,差评
8784,彩电,服务,服务也很到位,好评
8785,彩电,服务,"客服对产品很专业,有问题能及时解答,谢谢!",好评
8786,彩电,服务,有说明书有保修票 齐全,好评
8787,彩电,服务,"售后客服都耐心帮忙解答,在此谢过",好评
8788,彩电,服务,售后说会补发,好评
8789,彩电,服务,售后5、人很好也很耐心也赞一个,好评
8790,彩电,服务,售后无忧,好评
8791,彩电,服务,售后答应立即补发,好评
8792,彩电,服务,售后答应很快会给我补发。,好评
8793,彩电,服务,售后客户2很好!,好评
8794,彩电,服务,还说用了就不能退,差评
8795,彩电,服务,出了点小问题售后服务好,好评
8796,彩电,服务,商家态度很好,好评
8797,彩电,服务,全国联保大气,好评
8798,彩电,服务,全国联保的,好评
8799,彩电,服务,"还是全国联保,非常不错",好评
8800,彩电,服务,这家服务很到位,好评
8801,彩电,服务,还是全国联保呢,好评
8802,彩电,服务,店主和客服都想的很周到,好评
8803,彩电,服务,客服豆豆的服务也很周到,好评
8804,彩电,服务,"售后很耐心,",好评
8805,彩电,服务,全国联保,好评
8806,彩电,服务,我有点什么问题都及时的给我回复,好评
8807,彩电,服务,售后服务差沟通不顺畅 ,差评
8808,彩电,服务,有保修单,好评
8809,彩电,服务,服务很到位,好评
8810,彩电,服务,商家态度很好物流很快,好评
8811,彩电,服务,商家态度很好物流很快,好评
8812,彩电,服务,是纯对的正品全国联保.值得信赖,好评
8813,彩电,服务,售后也不能退,差评
8814,彩电,服务,颜色发错了,差评
8815,彩电,服务,客服联系不上再打电话过去直接被拉入黑名单,差评
8816,彩电,服务,颜色发错了,差评
8817,彩电,服务,服务到位,好评
8818,彩电,服务,还是全国联保的,好评
8819,彩电,服务,京东到家服务很好,好评
8820,彩电,服务,服务很到位。,好评
8821,彩电,服务,售后很好,好评
8822,彩电,服务,想退不能退才最痛哭。。,差评
8823,彩电,服务,"售后没有最差,只有更差",差评
8824,彩电,服务,好售后,好评
8825,彩电,服务,"售后客服推来推去,等待售后结果。",差评
8826,彩电,服务,发货颜色发错了,差评
8827,彩电,服务,"客服很周到,",好评
8828,彩电,服务,服务到位,好评
8829,彩电,服务,售后也不错,好评
8830,彩电,服务,"东京的服务做得很好,",好评
8831,彩电,服务,售后也不错,好评
8832,彩电,服务,有保修1年,好评
8833,彩电,服务,不过售后还不错,好评
8834,彩电,服务,"然后要求退货,客服居然不能退货",差评
8835,彩电,服务,商家态度很好,好评
8836,彩电,服务,售后很好效率很高。。。。。,好评
8837,彩电,服务,还好有保修,好评
8838,彩电,服务,售后也不错.,好评
8839,彩电,服务,京东售后很专业,好评
8840,彩电,服务,为什么没给发,差评
8841,彩电,服务,售后服务好,好评
8842,彩电,服务,客服垃圾,差评
8843,彩电,服务,还xx的发错了,差评
8844,彩电,服务,客服合合回复及时,好评
8845,彩电,服务,售后很好很用心,好评
8846,彩电,服务,"客服及时给补了一个,",好评
8847,彩电,服务,质保和售后也是非常的服务到位,好评
8848,彩电,服务,质量很好卖家发货很快很及时服务也很到位,好评
8849,彩电,服务,店主和客服都想的很周到,好评
8850,彩电,服务,客服垃圾,差评
8851,彩电,服务,客服说销售单也支持全国联保!,好评
8852,彩电,服务,"服务都很到位,",好评
8853,彩电,服务,售后也不好,差评
8854,彩电,服务,商家态度很好,好评
8855,彩电,服务,说用过影响二次销售不能退!,差评
8856,彩电,服务,"全国联保,",好评
8857,彩电,服务,感谢店家服务这么好,好评
8858,彩电,服务,最大的体会是京东服务和美的服务到位,好评
8859,彩电,服务,售后也放心呢,好评
8860,彩电,服务,店家的售后服务非常给力,好评
8861,彩电,服务,全国联保保修卡,好评
8862,彩电,服务,商家态度很好,好评
8863,彩电,服务,京东售后很好,好评
8864,彩电,服务,售后服务差的要死,差评
8865,彩电,服务,"怎么联系不上客服,",差评
8866,彩电,服务,京东服务不错上门更换了新机,好评
8867,彩电,服务,服务很到位,好评
8868,彩电,服务,补了一个,好评
8869,彩电,服务,"客服不专业,态度不好",差评
8870,彩电,服务,"说应该是少发了什么东西,或者发错了!!",差评
8871,彩电,服务,全国联保!,好评
8872,彩电,服务,售后也好,好评
8873,彩电,服务,服务到位,好评
8874,彩电,服务,售后服务不错。,好评
8875,彩电,服务,京东帮服务很好,好评
8876,彩电,服务,不错不错送货小哥服务也很到位,好评
8877,彩电,服务,售后也不错,好评
8878,彩电,服务,"从买的时候客服就解答不好,现在是根本不回复了",差评
8879,彩电,服务,却怎么也联系不上客服了,差评
8880,彩电,服务,服务很到位,好评
8881,彩电,服务,商家态度很好,好评
8882,彩电,服务,不过有全国联保卡,好评
8883,彩电,服务,京东售后很好,好评
8884,彩电,服务,售后感觉也不大到位,差评
8885,彩电,服务,售后也做得很好,好评
8886,彩电,服务,服务到位,好评
8887,彩电,服务,客服联系不上,差评
8888,彩电,服务,有说明书有保修票,好评
8889,彩电,服务,门店服务很到位,好评
8890,彩电,服务,买前买后都联系不上客服,差评
8891,彩电,服务,全国联保的,好评
8892,彩电,服务,说超过7天不能退,差评
8893,彩电,服务,物流发错了,差评
8894,彩电,服务,一直及时的回复我的问题,好评
8895,彩电,服务,"售后很好,",好评
8896,彩电,服务,丸子客服很专业值得表扬!,好评
8897,彩电,服务,联系不上客服,差评
8898,彩电,服务,"店家客服田小小特别负责任,真心感激客服的田小小的帮助",好评
8899,彩电,服务,"客服永远没人理,",差评
8900,彩电,服务,服务也很到位!,好评
8901,彩电,服务,"售后承诺说补发个新杯,处理问题十分妥当",好评
8902,彩电,服务,还有全国联保更是安心无后顾之忧,好评
8903,彩电,服务,返现及时,好评
8904,彩电,服务,卖家售后很好,好评
8905,彩电,服务,客服金小小特别有耐心负责任,好评
8906,彩电,服务,因为已经用了不能退,差评
8907,彩电,服务,客服服务差,差评
8908,彩电,服务,现在机器已经用过了也不能退了,差评
8909,彩电,服务,还是全国联保 不用担心维修方面问题,好评
8910,彩电,服务,"客服明明在线,等了一个多小时也不回复",差评
